anime_name,score,play_count,follow_count,release_time,cover_url
蜡笔小新 呼唤传说！三分钟嘎巴大进攻,8.5,0.0万,13.7万,全1话,https://i0.hdslb.com/bfs/bangumi/cf7ee3eff18fa56b377ac69ff08f71403adfd9ca.jpg@240w_321h.webp
雨色可可,8.5,0.0万,13.7万,全12话,https://i0.hdslb.com/bfs/bangumi/22789d07435673b1f211a42bbb45b7376c9f88bd.jpg@240w_321h.webp
宇宙战舰提拉米斯II,8.5,0.0万,13.7万,全17话,https://i0.hdslb.com/bfs/bangumi/1e9dc1d741d42663e39e3ffcf75a01580ddd3527.jpg@240w_321h.webp
夏色奇迹,8.5,0.0万,13.6万,全12话,https://i0.hdslb.com/bfs/bangumi/0e269a55c81fb9b25ad69f44b96ceae07f5191c7.jpg@240w_321h.webp
幸运逻辑,8.5,0.0万,13.6万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
特利迦奥特曼,8.5,0.0万,13.6万,全29话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
机动武斗传G高达,8.5,0.0万,13.6万,全49话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
Upotte!!,8.5,0.0万,13.5万,全10话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
再见了，夏日冒险,8.5,0.0万,13.5万,,https://i0.hdslb.com/bfs/bangumi/image/19e95e68c797a163d5e362a4d557fa2fe9938db7.png@240w_321h.webp
头文字D Third Stage,8.5,0.0万,13.5万,全1话,https://i0.hdslb.com/bfs/bangumi/image/2404b4991d3bdc8881ea1f3daf3ad7a3de68e588.png@240w_321h.webp
宝可梦 波尔凯尼恩与机巧的玛机雅娜,8.5,0.0万,13.5万,,https://i0.hdslb.com/bfs/bangumi/image/9e035b22e754fdd3f23c2afb59e4bcdf02b3cb68.jpg@240w_321h.webp
图书馆战争,8.5,0.0万,13.5万,全13话,https://i0.hdslb.com/bfs/bangumi/1ebc61edb1d984f14a2afd4e59b291a239e995d0.jpg@240w_321h.webp
机动战士高达 THE ORIGIN V：激战 鲁姆会战,8.5,0.0万,13.5万,全1话,https://i0.hdslb.com/bfs/bangumi/image/c8ec18a3c08e79bd126a56b67d63cc60760c254b.png@240w_321h.webp
成惠的世界,8.5,0.0万,13.5万,全12话,https://i0.hdslb.com/bfs/bangumi/6cd7a9360d1402ca6f5d8b32e566d15aeaacd3b7.jpg@240w_321h.webp
头文字D Final Stage,8.5,0.0万,13.5万,全4话,https://i0.hdslb.com/bfs/bangumi/image/7c84f2494cb97c77b3296326e1b67480b47fb87e.png@240w_321h.webp
秀逗魔导士 第一季,8.5,0.0万,13.4万,全26话,https://i0.hdslb.com/bfs/bangumi/f98725a2e60ce3246fba79d2b55b928c99f4d326.jpg@240w_321h.webp
薄樱鬼 碧血录,8.5,0.0万,13.4万,全10话,https://i0.hdslb.com/bfs/bangumi/262eee07f6d7dfcb93a4f8550e063561eeff1021.jpg@240w_321h.webp
机动战士高达 THE ORIGIN VI：红色彗星的诞生,8.5,0.0万,13.4万,全1话,https://i0.hdslb.com/bfs/bangumi/image/0bb0de44f0a6d491c0811b6f7fa36240646f3e97.png@240w_321h.webp
高校星歌剧 第二季,8.5,0.0万,13.4万,全12话,https://i0.hdslb.com/bfs/bangumi/967a10dc935388c0426d38a53b0a3cd3d58fa84f.jpg@240w_321h.webp
火影忍者剧场版：忍者之路,8.5,0.0万,13.4万,,https://i0.hdslb.com/bfs/bangumi/image/5fbf4380fd163b3817b9d6d595eb8875253b4e79.png@240w_321h.webp
ARGONAVIS from BanG Dream! 梦想协奏曲,8.5,0.0万,13.4万,全13话,https://i0.hdslb.com/bfs/bangumi/image/2e8b0a8d1e569d6b20e34ce740ca324788978562.png@240w_321h.webp
猎人 剧场版 绯色的幻影,8.5,0.0万,13.4万,全1话,https://i0.hdslb.com/bfs/bangumi/10d63b650e4b033e305f67dac47f3d0df0b94623.jpg@240w_321h.webp
小猪佩奇 第三季 英文版,8.5,0.0万,13.4万,全26话,https://i0.hdslb.com/bfs/bangumi/image/c26d75e78d8a7af31e8f8cd979da09ec39adaadc.jpg@240w_321h.webp
校园理想乡 学美向前冲！,8.5,0.0万,13.4万,全12话,https://i0.hdslb.com/bfs/bangumi/420f476aa13c0b965f529add36461dc1d6557bc1.jpg@240w_321h.webp
蜡笔小新 呼风唤雨黄金的间谍大作战,8.5,0.0万,13.3万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
记忆缝线,8.5,0.0万,13.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
大运动会 重启,8.5,0.0万,13.3万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
初音岛II,8.5,0.0万,13.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
未确认进行式 OVA,8.5,0.0万,13.2万,全1话,https://i0.hdslb.com/bfs/bangumi/37553432354ec28cca2cf73d0023b9850ebbea38.jpg@240w_321h.webp
轻声密语,8.5,0.0万,13.2万,全13话,https://i0.hdslb.com/bfs/bangumi/6bab1def45ab2ef1ec9eda05efcba1ceb60d1675.jpg@240w_321h.webp
翼·年代记 鸟笼国的公主,8.5,0.0万,13.1万,全1话,https://i0.hdslb.com/bfs/bangumi/image/1bf6a4b9eada66412058e33f97d39e141ff43b44.jpg@240w_321h.webp
变形少女,8.5,0.0万,13.1万,全5话,https://i0.hdslb.com/bfs/bangumi/649480ed92a958e9b810214acfa598fca125b070.jpg@240w_321h.webp
蜡笔小新之动感超人大战泳装魔王,8.5,0.0万,13.1万,全1话,https://i0.hdslb.com/bfs/bangumi/9155858c1ebc968c763930fdde2169c7c9a30f27.jpg@240w_321h.webp
灼眼的夏娜炭,8.5,0.0万,13.0万,全15话,https://i0.hdslb.com/bfs/bangumi/d5d626f3ac209d7cd33e6b0df5c6cce607b775c2.jpg@240w_321h.webp
再造人卡辛,8.5,0.0万,13.0万,全24话,https://i0.hdslb.com/bfs/bangumi/356703d4c2ac87cd28d86def2f6135c4b78de7b7.jpg@240w_321h.webp
战斗妖精雪风,8.5,0.0万,12.8万,全5话,https://i0.hdslb.com/bfs/bangumi/ceda7732ee4c7b4ea476a2f91c2234a8fb7219a4.jpg@240w_321h.webp
企鹅家族 第一季,8.5,0.0万,12.8万,全26话,https://i0.hdslb.com/bfs/bangumi/image/9479e779fe954e89f253bf6fffbb9e19825b46dc.png@240w_321h.webp
BRAVE10 真田十勇士,8.5,0.0万,12.7万,全12话,https://i0.hdslb.com/bfs/bangumi/450b65bb228882d7b6722eb41fd6541f62c82c3e.jpg@240w_321h.webp
神偷奶爸2,8.5,0.0万,12.7万,,https://i0.hdslb.com/bfs/bangumi/image/6061658fefec0c2d630aa66475cfcf6fcde0578d.png@240w_321h.webp
扭曲仙境,8.5,0.0万,12.7万,全8话,https://i0.hdslb.com/bfs/bangumi/image/a15ceaaedf01f6ea9ef50323cd2a7d8b1912d952.png@240w_321h.webp
越狱兔 第5季,8.5,0.0万,12.7万,全13话,https://i0.hdslb.com/bfs/bangumi/1d74140b95a2d431d957cfd84d8e4303e8e2f416.jpg@240w_321h.webp
叹气的亡灵想隐退,8.5,0.0万,12.7万,全13话,https://i0.hdslb.com/bfs/bangumi/image/f78a4fc8d791d4f34300a22d6c0e448076925134.png@240w_321h.webp
人鱼之森,8.5,0.0万,12.6万,全13话,https://i0.hdslb.com/bfs/bangumi/aafa8ff8b3499ff4af366a6a94c6b035852a606e.jpg@240w_321h.webp
女仆咖啡厅,8.5,0.0万,12.6万,全12话,https://i0.hdslb.com/bfs/bangumi/1fd8170bd40dcfbb6d761db0be57bbd79f956c3a.jpg@240w_321h.webp
海马,8.5,0.0万,12.6万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
变形金刚 领袖之证 第二季（中文版）,8.5,0.0万,12.6万,全25话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
机动战士高达 THE ORIGIN II：悲哀的阿尔黛西亚,8.5,0.0万,12.6万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
贫穷姐妹物语,8.5,0.0万,12.6万,全10话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
雷古洛思奥特曼,8.5,0.0万,12.6万,全3话,https://i0.hdslb.com/bfs/bangumi/image/bb7b675bfc21717dd7dd579c067fb59f261ab410.jpg@240w_321h.webp
天使心,8.5,0.0万,12.6万,全50话,https://i0.hdslb.com/bfs/bangumi/image/3fe55c9459849dca29c77675787f8f694c8a76f9.jpg@240w_321h.webp
增血鬼果林,8.5,0.0万,12.5万,全24话,https://i0.hdslb.com/bfs/bangumi/e09b45dbbb9fd06e1843da1625273603cf1f19c1.jpg@240w_321h.webp
苍之瞳的少女,8.5,0.0万,12.5万,全24话,https://i0.hdslb.com/bfs/bangumi/6972488ad7ef01f4fdce2e48331430b8d6838720.jpg@240w_321h.webp
河童之夏,8.5,0.0万,12.5万,全1话,https://i0.hdslb.com/bfs/bangumi/38910a62e60629da40537e7936c32b67571f6769.jpg@240w_321h.webp
女神异闻录3 电影版 第二章：仲夏骑士之梦,8.5,0.0万,12.5万,全1话,https://i0.hdslb.com/bfs/bangumi/8dfad9320ca663be25cc992c1d3f9a56855eac01.jpg@240w_321h.webp
蜡笔小新 呼风唤雨！会唱歌的屁股炸弹,8.5,0.0万,12.4万,全1话,https://i0.hdslb.com/bfs/bangumi/image/57ae46aad958304785f9887a6eb30a144b9c73b1.jpg@240w_321h.webp
夏之岚,8.5,0.0万,12.4万,全13话,https://i0.hdslb.com/bfs/bangumi/bfa941c120e99bc45427113082ecef75c7693c2d.jpg@240w_321h.webp
最后的吸血鬼,8.5,0.0万,12.4万,全1话,https://i0.hdslb.com/bfs/bangumi/794470bd6f239873bb57a0160920f4a89b43ba83.jpg@240w_321h.webp
复活！小猫咪,8.5,0.0万,12.4万,全52话,https://i0.hdslb.com/bfs/bangumi/c10a918c049689e150d368335252aa819d83c1fc.jpg@240w_321h.webp
美妙天堂 偶像时间,8.5,0.0万,12.3万,全51话,https://i0.hdslb.com/bfs/bangumi/d2525839a54d9c7ea1a25d1097f40c12ebf4f595.jpg@240w_321h.webp
怪盗JOKER 第一季,8.5,0.0万,12.3万,全13话,https://i0.hdslb.com/bfs/bangumi/36a960f00ca73b8062a6c08299edebae5c6252f5.jpg@240w_321h.webp
BT21 UNIVERSE动画 第二季,8.5,0.0万,12.3万,全15话,https://i0.hdslb.com/bfs/bangumi/image/48e115747f0060f75cfb0ec56f7c0717149d0038.jpg@240w_321h.webp
功夫熊猫：神龙骑士 第一季,8.5,0.0万,12.3万,全23话,https://i0.hdslb.com/bfs/bangumi/image/398c6d234e841ee02b2be756647204069848de95.jpg@240w_321h.webp
新机动战记高达W 无尽的华尔兹,8.5,0.0万,12.3万,全3话,https://i0.hdslb.com/bfs/bangumi/66ec78797e9e93c66514e5a70dd32105fe2e1c5c.jpg@240w_321h.webp
GA 艺术科美术设计班,8.5,0.0万,12.3万,全12话,https://i0.hdslb.com/bfs/bangumi/e04823c5988e668353616ec7bd3a9f9f2d633ab7.jpg@240w_321h.webp
越狱兔 第2季,8.5,0.0万,12.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
超人动画版 第三季,8.5,0.0万,12.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小猪佩奇 第七季,8.5,0.0万,12.2万,全52话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
古城荆棘王,8.5,0.0万,12.2万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
功夫熊猫：神龙骑士 第一季 中文配音,8.5,0.0万,12.2万,全23话,https://i0.hdslb.com/bfs/bangumi/image/f43a3e9c53a64b4f485099e22809cd22500a5ad7.jpg@240w_321h.webp
遥远时空中 八叶抄,8.5,0.0万,12.2万,全26话,https://i0.hdslb.com/bfs/bangumi/e509820e95989c19af59dd73e9b743ad11f0efe3.jpg@240w_321h.webp
偶像大师灰姑娘剧场,8.5,0.0万,12.1万,全26话,https://i0.hdslb.com/bfs/bangumi/271ad3858e5f04d9a58b246ec01d2cd75c3a2c9a.jpg@240w_321h.webp
战国BASARA,8.5,0.0万,12.1万,全13话,https://i0.hdslb.com/bfs/bangumi/24975f24e677867d8a2a61c02f73b7dd4584c64e.jpg@240w_321h.webp
骇客时空,8.5,0.0万,12.1万,全28话,https://i0.hdslb.com/bfs/bangumi/68e7a4e5ae3a50ab90e3d0df4079515f5694128a.jpg@240w_321h.webp
超人动画版 第二季,8.5,0.0万,12.1万,全28话,https://i0.hdslb.com/bfs/bangumi/image/73a0832ca69fa2db3118d7a36e33886788ba522b.png@240w_321h.webp
CLAMP学园侦探团,8.5,0.0万,12.1万,全26话,https://i0.hdslb.com/bfs/bangumi/bcfd4a0fdc0537f10516b555691a308af319dd4e.jpg@240w_321h.webp
无敌看板娘,8.5,0.0万,12.1万,全12话,https://i0.hdslb.com/bfs/bangumi/b3571368741169b08044acaa7515acc177260552.jpg@240w_321h.webp
超人动画版 第一季,8.5,0.0万,12.0万,全13话,https://i0.hdslb.com/bfs/bangumi/image/e57ecbd1d445261816052bba7e7b90ad976145eb.png@240w_321h.webp
魔法使光之美少女！！～未来之日～,8.5,0.0万,12.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/d0a39ce51fdd5f970436b7b931a2925f5b907dfd.png@240w_321h.webp
小猪佩奇 第二季,8.5,0.0万,12.0万,全52话,https://i0.hdslb.com/bfs/bangumi/image/4c220a107efca53d6f87c55365b3afd01595a477.jpg@240w_321h.webp
食梦者玛利,8.5,0.0万,12.0万,全13话,https://i0.hdslb.com/bfs/bangumi/a6b0cc11998d5cc1655d4e595f83fcccaf610e5b.jpg@240w_321h.webp
蜡笔小新之黑暗珠珠大追击,8.5,0.0万,11.9万,全1话,https://i0.hdslb.com/bfs/bangumi/image/fb6ba0ac6843955dab3b6e80b78efe70e2624a77.jpg@240w_321h.webp
奥特银河格斗 命运的冲突,8.5,0.0万,11.9万,全11话,https://i0.hdslb.com/bfs/bangumi/image/42a77e9a3cbb0bd036a86b23c89bfdfee7691378.png@240w_321h.webp
禁止出入的鼹鼠,8.5,0.0万,11.9万,全12话,https://i0.hdslb.com/bfs/bangumi/image/37add6f2e8e75e48e7d6b7a10e4b8be8d90b888d.png@240w_321h.webp
女神异闻录3 电影版 第三章：秋降,8.5,0.0万,11.9万,全1话,https://i0.hdslb.com/bfs/bangumi/76c0860bef03224739a78b59724e7ddbdcc82873.jpg@240w_321h.webp
变形金刚 领袖之证 第一季（美版）,8.5,0.0万,11.8万,全52话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
黑子的篮球 第2期 OVA,8.5,0.0万,11.8万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
来冲浪吧！！美少年！！,8.5,0.0万,11.8万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
蜡笔小新之布里布里王国的秘密宝藏,8.5,0.0万,11.8万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
海绵宝宝 第十一季 中文配音,8.5,0.0万,11.7万,全23话,https://i0.hdslb.com/bfs/bangumi/image/ae02da3a0445a105167881458deda2d03c4e93fa.png@240w_321h.webp
海底小纵队 第一季,8.5,0.0万,11.8万,全50话,https://i0.hdslb.com/bfs/bangumi/image/91fb8f4cace09353943f69b4d20cee626d46dc70.jpg@240w_321h.webp
我的女神 缤纷之翼,8.5,0.0万,11.7万,全24话,https://i0.hdslb.com/bfs/bangumi/bab304da6202a7635e6f97b13073463730cb0ce9.jpg@240w_321h.webp
假面骑士利维斯（中配）,8.5,0.0万,11.7万,全50话,https://i0.hdslb.com/bfs/bangumi/image/ffdea4aaa6324fc47f8cb89d540cebed25ee28fa.png@240w_321h.webp
海物语,8.5,0.0万,11.7万,全13话,https://i0.hdslb.com/bfs/bangumi/911199da94112493fdd1916f0ee7ad9bf2ef0844.jpg@240w_321h.webp
宝可梦 就决定是你了！,8.5,0.0万,11.7万,全1话,https://i0.hdslb.com/bfs/bangumi/image/26b7ed2c0f3d900be410018ee2d76f784159fb8b.jpg@240w_321h.webp
绝妙舞步,8.5,0.0万,11.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/59160b6eb30b300aecda5a19d564ea02cd24c9c4.png@240w_321h.webp
魔术士欧菲流浪之旅,8.5,0.0万,11.7万,全14话,https://i0.hdslb.com/bfs/bangumi/image/b4f434a5bc79b094a26aae7dfafef42dca7c1277.jpg@240w_321h.webp
放浪男孩,8.5,0.0万,11.7万,全11话,https://i0.hdslb.com/bfs/bangumi/8c67a3946b8be543ece6d569c8ca18334c429374.jpg@240w_321h.webp
外之国的少女,8.5,0.0万,11.7万,全1话,https://i0.hdslb.com/bfs/bangumi/image/a5a8797da26b5f83268f25ad8846c98d2b85d959.png@240w_321h.webp
假面骑士加布（中配）,8.5,0.0万,11.7万,全50话,https://i0.hdslb.com/bfs/bangumi/image/8f3bf6b461ad4dfae2a221e5b194415d5f7ca697.png@240w_321h.webp
未确认进行式 OAD,8.5,0.0万,11.6万,全1话,https://i0.hdslb.com/bfs/bangumi/2c7e2734bcfadf258412b7c359798d87565809fe.png@240w_321h.webp
锈色铠甲 黎明,8.5,0.0万,11.6万,全12话,https://i0.hdslb.com/bfs/bangumi/image/5355e44d9c94715ff92c34088483215411ea0825.png@240w_321h.webp
生化危机：恶化,8.5,0.0万,11.6万,,https://i0.hdslb.com/bfs/bangumi/image/b93980b9cf087056f9c6e867c6d2984d75534246.png@240w_321h.webp
超人动画版 第一季 中文配音,8.5,0.0万,11.6万,全12话,https://i0.hdslb.com/bfs/bangumi/image/c990551268487b8b86bd3e5823361c4b35cf64d2.png@240w_321h.webp
新撰组异闻录 铁,8.5,0.0万,11.6万,全24话,https://i0.hdslb.com/bfs/bangumi/31fbd3105d257ff3ba44c222294e63e98f19b37a.jpg@240w_321h.webp
精灵守护者,8.5,0.0万,11.5万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
能继续奔跑下去真是太好了。,8.5,0.0万,11.5万,全4话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
假面骑士 超越世代（中配）,8.5,0.0万,11.5万,全1话,https://i0.hdslb.com/bfs/bangumi/image/1698f595d6ef67c157939d12853f35d4f3873d50.png@240w_321h.webp
吸血鬼福尔摩斯,8.5,0.0万,11.5万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
东京24区,8.5,0.0万,11.5万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
英雄传说 空之轨迹,8.5,0.0万,11.4万,全2话,https://i0.hdslb.com/bfs/bangumi/image/492738aa90c5d6b82730b29334f35fd3bc9551a3.png@240w_321h.webp
逮捕令 第一季,8.5,0.0万,11.4万,全51话,https://i0.hdslb.com/bfs/bangumi/a63957e2eafa1d426ec1a96887077645419901b3.jpg@240w_321h.webp
京四郎和永远的天空,8.5,0.0万,11.4万,全12话,https://i0.hdslb.com/bfs/bangumi/d7906c2e9082e6bf51bc13715062a66a1ce966ce.jpg@240w_321h.webp
高校星歌剧 第三季,8.5,0.0万,11.4万,全12话,https://i0.hdslb.com/bfs/bangumi/e413f22f4df35084d08f727a51b781584aeed5d9.png@240w_321h.webp
彩云国物语 第二季,8.5,0.0万,11.4万,全39话,https://i0.hdslb.com/bfs/bangumi/image/50149eb5865cecc7483e24387c9e3c6297e61655.png@240w_321h.webp
头文字D Legend1 -觉醒-,8.5,0.0万,11.4万,全1话,https://i0.hdslb.com/bfs/bangumi/image/5febf4dba1f1389d78a1a43ce88858062196da3c.png@240w_321h.webp
芭比的神秘之旅：伟大的寻马记 中文配音,8.5,0.0万,11.4万,全10话,https://i0.hdslb.com/bfs/bangumi/image/800e4e1c1e9530c3c1744dc81d1dbccbc6b6a528.png@240w_321h.webp
芭比的神秘之旅：伟大的寻马记,8.5,0.0万,11.4万,全10话,https://i0.hdslb.com/bfs/bangumi/image/800e4e1c1e9530c3c1744dc81d1dbccbc6b6a528.png@240w_321h.webp
南瓜剪刀,8.5,0.0万,11.3万,全24话,https://i0.hdslb.com/bfs/bangumi/5b196510c9f547c7f791e6ad083a8452cfd0bc65.jpg@240w_321h.webp
去唱卡拉OK吧！,8.5,0.0万,11.4万,全5话,https://i0.hdslb.com/bfs/bangumi/image/d2d4a6c6a9a99350ddb485d0ce2770c603fc525a.png@240w_321h.webp
天穗之咲稻姬,8.5,0.0万,11.3万,全13话,https://i0.hdslb.com/bfs/bangumi/image/bb1d75815005c6b152aa4a2fe01b92236dadb58e.png@240w_321h.webp
蜡笔小新之云黑斋的野心,8.5,0.0万,11.3万,全1话,https://i0.hdslb.com/bfs/bangumi/c43007e0ca17d4048f4dbbd2cc328c7c0598936a.jpg@240w_321h.webp
忍者少女千鸟～伊势・金崎篇～,8.5,0.0万,11.3万,全26话,https://i0.hdslb.com/bfs/bangumi/f56ef640d5f97371536f9cbb9f1a7dd14a6662e6.jpg@240w_321h.webp
哆啦A梦 大雄的平行西游记,8.5,0.0万,11.3万,全1话,https://i0.hdslb.com/bfs/bangumi/d41c40dfec72f24a72081e4a4e1223bab4f5a9c0.jpg@240w_321h.webp
越狱兔 第3季,8.5,0.0万,11.3万,全13话,https://i0.hdslb.com/bfs/bangumi/426562db78765494a4b3d7fee2a7e9335acce85f.jpg@240w_321h.webp
BECK,8.5,0.0万,11.3万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
蜡笔小新：谜团！花之天下春日部学院,8.5,0.0万,11.3万,,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
BT21 UNIVERSE动画,8.5,0.0万,11.2万,全9话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
STARRY☆SKY,8.5,0.0万,11.2万,全26话,https://i0.hdslb.com/bfs/bangumi/bc71240f1976e22111a14ebf8963d93b6dcec2a9.jpg@240w_321h.webp
刀剑神域外传：暴风之铳 第二季,8.5,0.0万,11.2万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
钢铁交响乐,8.5,0.0万,11.2万,全12话,https://i0.hdslb.com/bfs/bangumi/dabb5a2283cd070f427bbdb094542a758288080b.jpg@240w_321h.webp
宝可梦 光环的超魔神胡帕,8.5,0.0万,11.1万,全1话,https://i0.hdslb.com/bfs/bangumi/image/3c9a94219c38dac6a91edb7853a2b088461ee6a1.jpg@240w_321h.webp
网球王子 BEST GAMES!!,8.5,0.0万,11.1万,全3话,https://i0.hdslb.com/bfs/bangumi/0707c332dd5f0547e8a340e509d6f0bc6c34dfa3.jpg@240w_321h.webp
攻壳机动队 S.A.C. SSS 3D,8.5,0.0万,11.1万,全1话,https://i0.hdslb.com/bfs/bangumi/4a6ed2a92cbec10d95228a1253e8a37dfe71a3f4.jpg@240w_321h.webp
黑神,8.5,0.0万,11.0万,全25话,https://i0.hdslb.com/bfs/bangumi/3ab7db50b6c2a1f3c38f86eea41186cfe8430b23.jpg@240w_321h.webp
干支魂～猫客万来～,8.5,0.0万,11.0万,全1话,https://i0.hdslb.com/bfs/bangumi/image/79254d8d6547339b2f77a74f865eab56fab608da.png@240w_321h.webp
新猫和老鼠 第三季,8.5,0.0万,11.0万,全24话,https://i0.hdslb.com/bfs/bangumi/image/9b98897f7e99817fe7c075497eac070b4a59873c.jpg@240w_321h.webp
汪汪队立大功 第一季 中文配音,8.5,0.0万,11.0万,全23话,https://i0.hdslb.com/bfs/bangumi/image/fe8dc351807622c1257247fb3673361062cdf84f.png@240w_321h.webp
大都会,8.5,0.0万,11.0万,全1话,https://i0.hdslb.com/bfs/bangumi/a7e471e5848767a80c9badb76deb1f20ad3fd530.jpg@240w_321h.webp
头文字D Fourth Stage,8.5,0.0万,11.0万,全24话,https://i0.hdslb.com/bfs/bangumi/image/3724d1127a36732383956e0b45080ec65e7a79e0.png@240w_321h.webp
打工小哥,8.5,0.0万,10.9万,全13话,https://i0.hdslb.com/bfs/bangumi/b2d76091bbbc007073b7cabf0e7ede4335096230.jpg@240w_321h.webp
提亚拉之泪,8.5,0.0万,10.9万,全26话,https://i0.hdslb.com/bfs/bangumi/4ec74998b07d6fd568644ae08d3c71051339cc2a.jpg@240w_321h.webp
快餐厅之恋,8.5,0.0万,10.9万,全6话,https://i0.hdslb.com/bfs/bangumi/1ab617442d2a8a82fea1b65b6688a5397cef203c.jpg@240w_321h.webp
小猪佩奇 第二季 英文版,8.5,0.0万,10.9万,全52话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
特例措置团体斯特拉女子学院高等科C3部,8.5,0.0万,10.9万,全13话,https://i0.hdslb.com/bfs/bangumi/d532345b4d4858ec40e5c5e90d8b9850339b97aa.jpg@240w_321h.webp
偶像大师 SideM,8.5,0.0万,10.9万,全13话,https://i0.hdslb.com/bfs/bangumi/b1a3fe86d5ebb898cbad7f8d4f0bfbca441fc561.jpg@240w_321h.webp
鸭子的生活,8.5,0.0万,10.8万,全34话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
上课小动作 OAD,8.5,0.0万,10.8万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
鬼灭之刃 粤配版,8.5,0.0万,10.8万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
神枪少女 -IL TEATRINO-,8.5,0.0万,10.8万,全13话,https://i0.hdslb.com/bfs/bangumi/a3d0d788d7c5540738346feba308e36f88fd33b3.jpg@240w_321h.webp
格林童话剧场【中文】,8.5,0.0万,10.8万,全47话,https://i0.hdslb.com/bfs/bangumi/e586e513ab78e4fb9d29adfa8403bef47b1e5a75.jpg@240w_321h.webp
加速世界 OVA1 银翼的觉醒,8.5,0.0万,10.8万,全1话,https://i0.hdslb.com/bfs/bangumi/image/8f8936e0a6ac5f18116fceee310d668559d9b7e3.jpg@240w_321h.webp
MARGINAL#4 从KISS开始创造Big Bang,8.5,0.0万,10.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/3686831a4853a8891ec9936cc2609a0ce4e2102f.png@240w_321h.webp
越狱兔 第4季,8.5,0.0万,10.7万,全13话,https://i0.hdslb.com/bfs/bangumi/c70a0245ab712bb09c5bf534b91079212369ff45.jpg@240w_321h.webp
咕噜咕噜魔法阵 新系列,8.5,0.0万,10.7万,全24话,https://i0.hdslb.com/bfs/bangumi/06e9f05e4e1a9a60ee710163c185123a3dcc719a.jpg@240w_321h.webp
拜托了！双子星,8.5,0.0万,10.7万,全13话,https://i0.hdslb.com/bfs/bangumi/edb1f1414e996daec62d0c0006f02d5afe46d15b.jpg@240w_321h.webp
舞-HIME,8.5,0.0万,10.7万,全26话,https://i0.hdslb.com/bfs/bangumi/e6a780dc867a87aa9e5506e79c21f2080e5df9d2.jpg@240w_321h.webp
一杆青空,8.5,0.0万,10.7万,全1话,https://i0.hdslb.com/bfs/bangumi/image/0ac07e6100e77a8a6bba8aedb895d6b089916e32.png@240w_321h.webp
摸索吧！部活剧,8.5,0.0万,10.6万,全12话,https://i0.hdslb.com/bfs/bangumi/e4ccda1da6f90cd67258d5780deb37b4fb4c1d9f.jpg@240w_321h.webp
白兔糖 特典,8.5,0.0万,10.6万,全4话,https://i0.hdslb.com/bfs/bangumi/image/aef458d5f5dd0510f2d88c5584abde894ca79fd8.png@240w_321h.webp
小猪佩奇 第六季,8.5,0.0万,10.6万,全26话,https://i0.hdslb.com/bfs/bangumi/image/bff4453f038a94cb4f62eaf71045367a9c923521.jpg@240w_321h.webp
疯狂动物城大小事 中文配音,8.5,0.0万,10.6万,全6话,https://i0.hdslb.com/bfs/bangumi/image/9fa4743aae7fd27c5e094473b438e8c158c18cfd.png@240w_321h.webp
